context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Evaluate the sentiment in this news headline.

text:Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 . label:Neutral
","text:Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla . label:Neutral
","text:The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees . label:Neutral
","text:The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:All depends on financing . label:Neutral
",text:All depends on financing . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:After the transaction , Tikkurila has no powder coatings related operations . label:Neutral
","text:After the transaction , Tikkurila has no powder coatings related operations . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:`` Our aim is to understand different traffic patterns based on the use of each building . label:Neutral
",instruction:Analyze the sentiment of this social media post..text:`` Our aim is to understand different traffic patterns based on the use of each building . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting . label:Neutral
","text:The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:Both the net sales and operating profit were record high in the company 's history . label:Positive
",text:Both the net sales and operating profit were record high in the company 's history . label:Positive.
"instruction:Analyze the sentiment of this user review.

text:The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses . label:Neutral
","text:The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company . label:Neutral
",instruction:Evaluate the sentiment in the text message..text:The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don . label:Neutral
","text:Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn . label:Negative
",text:Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn . label:Negative.
"instruction:Evaluate the sentiment in the text message.

text:Operating profit fell to EUR 23.26 mn from EUR 32.86 mn . label:Negative
",text:Operating profit fell to EUR 23.26 mn from EUR 32.86 mn . label:Negative.
"instruction:Analyze the sentiment of this social media post.

text:Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 . label:Negative
",text:Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 . label:Negative.
"instruction:Analyze the sentiment of this user review.

text:Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 . label:Negative
","text:Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 . label:Negative."
"instruction:Analyze the sentiment of this social media post.

text:NWC ANALYSIS : label:Neutral
",text:NWC ANALYSIS : label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:The sale will be finalized in September or October , the company said . label:Neutral
","text:The sale will be finalized in September or October , the company said . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program . label:Neutral
","text:Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % . label:Neutral
",text:Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:The agreement is valid for four years . label:Neutral
",text:The agreement is valid for four years . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 . label:Positive
","text:Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 . label:Positive."
"instruction:Assess the sentiment in this product review.

text:Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year . label:Positive
","text:Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year . label:Positive."
"instruction:Classify the sentiment of this email.

text:Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 . label:Positive
","text:Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 . label:Positive."
